task_i,task_j,S_ij_km
62,197,3.09205
62,198,2.443553
62,199,0.372057
62,200,-3.073282
63,64,2.866069
63,65,3.821953
63,66,-0.304437
63,67,6.21445
63,68,8.090212
63,69,1.237621
63,70,3.056661
63,71,6.742
63,72,-0.729746
63,73,1.009949
63,74,7.419283
63,75,-0.0179
63,76,0.785101
63,77,2.900895
63,78,0.024627
63,79,-0.821937
63,80,-0.661982
63,81,3.755644
63,82,0.188609
63,83,4.930508
63,84,-0.155731
63,85,2.864654
63,86,0.422731
63,87,9.625215
63,88,-1.625181
63,89,9.071709
63,90,1.833172
63,91,-1.467493
63,92,-0.498509
63,93,4.830985
63,94,1.808748
63,95,0.988756
63,96,-1.67324
63,97,-0.314732
63,98,-0.568606
63,99,4.882789
63,100,-0.088834
63,101,-0.628769
63,102,3.767224
63,103,-1.43021
63,104,2.815559
63,105,-1.211588
63,106,3.584836
63,107,-0.460135
63,108,3.054293
63,109,0.565345
63,110,0.542147
63,111,1.867502
63,112,-0.004237
63,113,1.800023
63,114,-0.826613
63,115,0.783365
63,116,-3.860148
63,117,6.574567
63,118,-0.891916
63,119,3.942826
63,120,4.979512
63,121,1.438156
63,122,-0.110374
63,123,10.858831
63,124,-0.387081
63,125,0.884212
63,126,4.396057
63,127,1.701605
63,128,3.045692
63,129,1.324778
63,130,-2.982027
63,131,2.828455
63,132,1.043918
63,133,8.43639
63,134,0.053297
63,135,4.388772
63,136,-1.107266
63,137,0.236006
63,138,-0.367846
63,139,3.093627
63,140,0.415167
63,141,0.20791
63,142,-2.797933
63,143,1.140162
63,144,1.675932
63,145,0.352094
63,146,-3.386961
63,147,5.976154
63,148,-3.469757
63,149,0.048089
63,150,-1.920737
63,151,9.490431
63,152,-2.155234
63,153,0.446562
63,154,2.843503
63,155,5.863058
63,156,1.990414
63,157,2.414657
63,158,1.061023
63,159,2.762485
63,160,-0.817049
63,161,-1.090267
63,162,1.181801
63,163,-0.183702
63,164,6.036522
63,165,0.128571
63,166,-0.572002
63,167,2.836868
63,168,2.882963
63,169,0.677398
63,170,0.223067
63,171,0.797403
63,172,1.02533
63,173,-0.365485
63,174,-0.106438
63,175,0.822328
63,176,9.263641
63,177,5.635748
63,178,6.896661
63,179,1.657793
63,180,3.9666
63,181,0.089717
63,182,4.722941
63,183,-1.072065
63,184,0.228955
63,185,-3.719232
63,186,2.46128
63,187,6.981053
63,188,1.200551
63,189,1.286977
63,190,2.693482
63,191,-0.385201
63,192,3.443393
63,193,3.591794
63,194,1.552416
63,195,5.172004
63,196,1.425332
63,197,7.092425
63,198,4.981444
63,199,1.092892
63,200,0.210518
64,65,1.561652
64,66,-0.078117
64,67,-0.434922
64,68,3.974858
64,69,-0.496542
64,70,-0.66976
64,71,1.885171
64,72,3.251302
64,73,-0.738496
64,74,2.623404
64,75,2.993019
64,76,-4.275126
64,77,0.734456
64,78,0.692039
64,79,-0.341311
64,80,-2.614484
64,81,-1.530125
64,82,-0.001696
64,83,1.437055
64,84,1.532916
64,85,-1.086523
64,86,1.799387
64,87,3.30422
64,88,2.564877
64,89,0.725238
64,90,0.142834
64,91,-1.517062
64,92,-0.984081
64,93,3.753913
64,94,4.106375
64,95,-6.833398
64,96,1.220423
64,97,-1.843157
64,98,1.804585
64,99,0.222488
64,100,-1.707889
64,101,-1.045519
64,102,-0.484495
64,103,0.722563
64,104,5.035295
64,105,1.289874
64,106,0.322381
64,107,-2.327999
64,108,-0.724228
64,109,-0.897345
64,110,5.520666
64,111,-0.800975
64,112,2.256942
64,113,-0.257624
64,114,0.530033
64,115,-2.099707
64,116,-0.68466
64,117,1.003716
64,118,-0.241764
64,119,-0.872466
64,120,-0.111235
64,121,0.276504
64,122,1.789048
64,123,3.630299
64,124,1.630427
64,125,3.660548
64,126,2.883257
64,127,-0.979817
64,128,-0.174868
64,129,0.393397
64,130,-2.470664
64,131,2.647306
64,132,3.275042
64,133,2.290517
64,134,-0.219099
64,135,-2.81455
64,136,1.206287
64,137,0.753324
64,138,-1.363801
64,139,1.955865
64,140,-0.124598
64,141,-0.237648
64,142,-1.770947
64,143,-0.242186
64,144,-0.827405
64,145,0.9706
64,146,-1.694477
64,147,2.693453
64,148,-1.485148
64,149,3.4809
64,150,-0.489385
64,151,3.402438
64,152,-2.296462
64,153,2.162181
64,154,1.287237
64,155,-1.617337
64,156,6.631283
64,157,-0.226601
64,158,-0.331473
64,159,1.588882
64,160,-2.758083
64,161,2.00737
64,162,-0.670726
64,163,-2.682937
64,164,0.791466
64,165,1.276647
64,166,0.170745
64,167,-0.223523
64,168,-1.759508
64,169,-2.560613
64,170,5.105205
64,171,-3.541088
64,172,5.484313
64,173,-0.099195
64,174,2.160303
64,175,4.217486
64,176,3.435196
64,177,-0.512658
64,178,0.622898
64,179,0.190524
64,180,5.20415
64,181,3.210998
64,182,0.022061
64,183,1.557375
64,184,3.800324
64,185,-2.203926
64,186,5.283718
64,187,3.427866
64,188,4.857688
64,189,1.49595
64,190,7.444405
64,191,-2.223226
64,192,-0.303407
64,193,-0.398383
64,194,-1.925167
64,195,1.305959
64,196,-1.986666
64,197,0.004959
64,198,0.682124
64,199,-1.178362
64,200,-6.340569
65,66,0.32927
65,67,-1.352811
65,68,0.573993
65,69,0.311727
65,70,0.769801
65,71,-0.003923
65,72,6.165666
65,73,-0.533026
65,74,0.068095
65,75,0.28408
65,76,-3.143662
65,77,0.86978
65,78,4.998431
65,79,4.35586
65,80,1.384634
65,81,-0.686953
65,82,4.501021
65,83,0.039666
65,84,2.87815
65,85,1.219847
65,86,0.739732
65,87,-0.430235
65,88,4.257749
65,89,-1.172603
65,90,-0.481438
65,91,2.890359
65,92,-3.366204
65,93,1.310816
65,94,0.528043
65,95,-6.645613
65,96,5.590201
65,97,0.642523
65,98,5.964594
65,99,-0.511167
65,100,-0.313265
65,101,2.864224
65,102,-0.390776
65,103,3.07152
65,104,2.956587
65,105,3.368709
65,106,-0.636509
65,107,-1.977352
65,108,1.499802
65,109,2.906471
65,110,2.710942
65,111,-0.007902
65,112,2.496105
65,113,1.102418
65,114,4.40348
65,115,-0.375084
65,116,0.245809
65,117,-0.122072
65,118,-4.312705
65,119,-2.852613
65,120,-0.432265
65,121,-4.063755
65,122,1.879433
65,123,-0.489218
65,124,5.639125
65,125,0.053036
65,126,-0.221609
65,127,0.420343
65,128,-0.620322
65,129,-3.603872
65,130,1.374165
65,131,2.187034
65,132,1.043062
65,133,-0.080232
65,134,-4.590752
65,135,-3.214881
65,136,5.783956
65,137,4.723153
65,138,1.441681
65,139,-0.925869
65,140,-0.182335
65,141,-1.526029
65,142,-1.546283
65,143,1.029336
65,144,-1.262093
65,145,4.9456
65,146,-1.914773
65,147,0.525437
65,148,-0.740861
65,149,2.158842
65,150,4.388466
65,151,-0.017013
65,152,1.967186
65,153,0.566572
65,154,-0.128206
65,155,-2.931475
65,156,3.613052
65,157,1.362142
65,158,1.99831
65,159,0.689891
65,160,0.870748
65,161,4.725976
65,162,-1.062594
65,163,1.360117
65,164,-0.140922
65,165,2.582565
65,166,4.698907
65,167,-2.843967
65,168,-0.844254
65,169,-2.84923
65,170,2.491695
65,171,-3.412991
65,172,2.437437
65,173,1.526647
65,174,4.859005
65,175,1.013899
65,176,-0.429413
65,177,-2.337622
65,178,-2.04784
65,179,-0.587072
65,180,-0.30941
65,181,0.681454
65,182,1.032601
65,183,1.46571
65,184,3.613017
65,185,0.784892
65,186,2.541712
65,187,0.787286
65,188,-0.490468
65,189,2.011907
65,190,3.86839
65,191,0.886391
65,192,-1.214474
65,193,-2.720621
65,194,-1.496525
65,195,-0.109072
65,196,-2.577231
65,197,-1.299585
65,198,-0.190548
65,199,1.721849
65,200,-5.764244
66,67,-2.508122
66,68,1.016379
66,69,-1.425215
66,70,-0.837161
66,71,0.325613
66,72,2.03392
66,73,-2.03445
66,74,0.898174
66,75,-3.197403
66,76,-5.564019
66,77,-1.265297
66,78,0.950306
66,79,0.662794
66,80,-1.478461
66,81,-3.256086
66,82,0.809882
66,83,0.71473
66,84,-0.34991
66,85,-0.815871
66,86,1.521605
66,87,-0.348279
66,88,2.084781
66,89,-2.210108
66,90,-0.082946
66,91,-0.052933
66,92,-5.298865
66,93,1.70028
66,94,0.390656
66,95,-9.218704
66,96,1.489111
66,97,-1.373857
66,98,1.422644
66,99,-1.332798
66,100,-2.991194
66,101,0.118358
66,102,-1.567362
66,103,2.559871
66,104,1.06762
66,105,2.575013
66,106,-1.622507
66,107,-1.446483
66,108,-0.402333
66,109,0.00284
66,110,1.576151
66,111,-1.06149
66,112,-1.269778
66,113,-1.744196
66,114,1.555539
66,115,-2.376117
66,116,-0.725455
66,117,-0.538161
66,118,-6.594399
66,119,-4.433152
66,120,-1.449459
66,121,-5.734526
66,122,-0.99278
66,123,-0.405655
66,124,1.189002
66,125,-2.34474
66,126,-0.064433
66,127,-0.794528
66,128,-1.76758
66,129,-5.580006
66,130,-0.688659
66,131,-0.382262
66,132,-1.912362
66,133,0.066664
66,134,-6.523098
66,135,-5.167145
66,136,1.423958
66,137,0.768434
66,138,-0.992422
66,139,-1.621743
66,140,-1.672847
66,141,-3.922671
66,142,-2.251737
66,143,-0.040078
66,144,-0.797863
66,145,0.832043
66,146,-3.208161
66,147,0.625758
66,148,-1.026257
66,149,2.037814
66,150,0.866913
66,151,0.088937
66,152,-0.731769
66,153,-2.587451
66,154,0.749453
66,155,-4.5832
66,156,1.915699
66,157,-0.058935
66,158,0.125035
66,159,-1.32049
66,160,-1.595179
66,161,1.419952
66,162,-0.277723
66,163,-1.591018
66,164,-0.450099
66,165,-0.656822
66,166,0.905259
66,167,-4.349641
66,168,-2.683428
66,169,-5.683448
66,170,1.749669
66,171,-6.133983
66,172,-0.379466
66,173,0.188214
66,174,0.562316
66,175,0.240978
66,176,-0.272041
66,177,-3.59309
66,178,-2.982288
66,179,0.170148
66,180,-0.415847
66,181,-2.654895
66,182,-0.08559
66,183,-0.045845
66,184,2.57273
66,185,-0.404772
66,186,-0.009103
66,187,1.462075
66,188,-1.13676
66,189,0.000313
66,190,2.223994
66,191,-1.662171
66,192,-2.590578
66,193,-4.381195
66,194,-3.402448
66,195,0.358008
66,196,-4.628251
66,197,-2.261517
66,198,-0.656465
66,199,-0.543546
66,200,-8.386845
67,68,2.11406
67,69,0.56345
67,70,0.462341
67,71,-0.817347
67,72,4.988695
67,73,-0.246757
67,74,-0.40176
67,75,6.920786
67,76,-0.723913
67,77,2.6508
67,78,3.666907
67,79,2.796489
67,80,-0.087823
67,81,1.252367
67,82,3.173587
67,83,-0.348877
67,84,3.972945
67,85,0.594312
67,86,-1.539781
67,87,1.227697
67,88,1.496244
67,89,1.026893
67,90,-3.215804
67,91,1.231392
67,92,-2.961737
67,93,2.721397
67,94,0.609277
67,95,-2.688021
67,96,3.173888
67,97,-0.656326
67,98,5.085411
67,99,-0.354255
67,100,1.910725
67,101,2.300703
67,102,0.510384
67,103,0.128774
67,104,6.645457
67,105,0.437963
67,106,-0.803445
67,107,-4.593303
67,108,0.137765
67,109,1.693567
67,110,3.506634
67,111,-1.056743
67,112,5.151426
67,113,-0.998662
67,114,3.173115
67,115,-0.346531
67,116,-3.46322
67,117,-0.299617
67,118,-0.33331
67,119,0.26891
67,120,-0.158708
67,121,0.003416
67,122,2.301021
67,123,1.693959
67,124,4.969384
67,125,4.131791
67,126,-0.134412
67,127,-1.248815
67,128,-0.293342
67,129,1.811581
67,130,-2.159892
67,131,4.263046
67,132,5.905333
67,133,0.030138
67,134,-0.049177
67,135,-0.331516
67,136,4.063754
67,137,3.301125
67,138,1.97399
67,139,0.07501
67,140,-2.800576
67,141,-1.445535
67,142,-5.291127
67,143,-1.276617
67,144,-4.249534
67,145,3.828106
67,146,-5.131722
67,147,1.42476
67,148,-4.654445
67,149,0.85948
67,150,1.361174
67,151,1.297183
67,152,-0.331028
67,153,5.763586
67,154,-1.902239
67,155,0.090076
67,156,6.551139
67,157,-0.112501
67,158,-0.420386
67,159,2.669143
67,160,-2.028965
67,161,1.676022
67,162,-3.456956
67,163,0.679627
67,164,-0.842792
67,165,1.290922
67,166,3.249643
67,167,-0.006674
67,168,-0.047799
67,169,1.754045
67,170,2.4659
67,171,0.652414
67,172,6.347689
67,173,-1.486113
67,174,5.440399
67,175,1.311121
67,176,1.207541
67,177,0.008135
67,178,0.374747
67,179,-2.956894
67,180,2.053086
67,181,5.761112
67,182,-0.777342
67,183,-1.136825
67,184,2.601785
67,185,-3.018827
67,186,6.886681
67,187,1.583674
67,188,1.749359
67,189,2.655881
67,190,9.11961
67,191,1.231757
67,192,0.004033
67,193,0.83607
67,194,-0.01878
67,195,-1.790325
67,196,0.131691
67,197,0.024593
67,198,-0.643883
67,199,0.711853
67,200,-2.195817
68,69,3.019486
68,70,5.083963
68,71,0.810823
68,72,4.74106
68,73,0.048187
68,74,0.145781
68,75,3.448288
68,76,3.37478
68,77,0.639703
68,78,8.10505
68,79,5.950761
68,80,3.021006
68,81,-0.202948
68,82,10.64781
68,83,-0.448673
68,84,3.565117
68,85,5.825923
68,86,-0.200768
68,87,-0.014102
68,88,1.492183
68,89,0.37241
68,90,-0.135912
68,91,5.335672
68,92,-4.203341
68,93,0.203035
68,94,-1.104828
68,95,-0.263485
68,96,5.20396
68,97,1.735457
68,98,7.921116
68,99,1.651987
68,100,5.252159
68,101,6.366046
68,102,-0.399536
68,103,2.212465
68,104,2.051912
68,105,2.002483
68,106,0.680679
68,107,-2.049222
68,108,4.674592
68,109,6.638522
68,110,0.449507
68,111,0.336177
68,112,6.545037
68,113,1.812245
68,114,5.316764
68,115,1.23093
68,116,-1.799249
68,117,1.125783
68,118,-3.193044
68,119,-0.386303
68,120,2.455705
68,121,-2.761086
68,122,1.659146
68,123,-0.125676
68,124,7.29218
68,125,0.117611
68,126,-0.575635
68,127,1.319493
68,128,1.500371
68,129,-2.100751
68,130,1.33087
68,131,0.90649
68,132,1.432929
68,133,0.68564
68,134,-3.165098
68,135,0.953481
68,136,6.81111
68,137,7.408322
68,138,4.731196
68,139,-0.906192
68,140,-1.34003
68,141,-1.810698
68,142,-2.393276
68,143,2.48686
68,144,-0.900073
68,145,9.159041
68,146,-3.629522
68,147,-0.006079
68,148,-1.621487
68,149,0.19066
68,150,4.749373
68,151,0.160922
68,152,3.356323
68,153,2.777834
68,154,-0.09325
68,155,0.329077
68,156,1.528875
68,157,4.400771
68,158,3.646914
68,159,0.219483
68,160,0.808137
68,161,2.288734
68,162,-1.052479
68,163,7.444744
68,164,1.527209
68,165,2.491222
68,166,6.156891
68,167,-0.796333
68,168,1.088902
68,169,1.514821
68,170,-0.154805
68,171,0.718919
68,172,1.175354
68,173,2.139583
68,174,7.530386
68,175,-0.492029
68,176,-0.10563
68,177,0.741969
68,178,-0.107452
68,179,-0.408838
68,180,-1.548747
68,181,2.428166
68,182,3.432605
68,183,-0.411486
68,184,1.577527
68,185,0.414507
68,186,0.974972
68,187,-0.032251
68,188,-2.500518
68,189,1.288166
68,190,2.029956
68,191,6.244062
68,192,1.661253
68,193,-0.772524
68,194,0.813205
68,195,0.582056
68,196,1.264806
68,197,1.675186
68,198,1.3109
68,199,4.968868
68,200,-0.485869
69,70,0.034947
69,71,1.007009
69,72,0.960083
69,73,0.42457
69,74,1.256881
69,75,0.799186
69,76,-2.777342
69,77,1.164891
69,78,0.247147
69,79,-0.736022
69,80,-2.237885
69,81,-0.682755
69,82,-0.177447
69,83,0.346599
69,84,1.061229
69,85,-0.233331
69,86,-0.849027
69,87,2.893593
69,88,-0.554255
69,89,2.008884
69,90,-1.87864
69,91,-1.673552
69,92,-4.036576
69,93,3.180988
69,94,0.819012
69,95,-5.373374
69,96,-0.548985
69,97,-1.230541
69,98,0.492035
69,99,0.654121
69,100,-0.603577
69,101,-0.861279
69,102,-0.533259
69,103,-1.123213
69,104,3.861687
69,105,-0.797612
69,106,-0.265456
69,107,-3.953284
69,108,0.020866
69,109,-0.559024
69,110,1.939476
69,111,-0.257299
69,112,0.881114
69,113,-1.630506
69,114,0.004589
69,115,-1.003842
69,116,-4.190635
69,117,1.490657
69,118,-2.945417
69,119,0.522763
69,120,0.544857
69,121,-0.987843
69,122,0.943281
69,123,3.121231
69,124,0.512048
69,125,2.139199
69,126,1.313141
69,127,-0.245146
69,128,0.292091
69,129,0.04732
69,130,-3.456247
69,131,3.077259
69,132,2.661091
69,133,1.870373
69,134,-1.73115
69,135,-1.206406
69,136,-0.12425
69,137,0.300014
69,138,-0.776119
69,139,1.381029
69,140,-2.335479
69,141,-2.54917
69,142,-4.882723
69,143,-0.071673
69,144,-2.907796
69,145,0.337546
69,146,-5.185304
69,147,2.376163
69,148,-4.456818
69,149,0.650012
69,150,-1.484639
69,151,2.869937
69,152,-2.605619
69,153,1.929159
69,154,-0.563911
69,155,-0.129228
69,156,3.710682
69,157,0.010106
69,158,0.007609
69,159,2.67849
69,160,-2.713318
69,161,0.219759
69,162,-2.446351
69,163,-2.109453
69,164,0.43947
69,165,-0.024406
69,166,-0.271366
69,167,0.674518
69,168,-0.327627
69,169,-1.377524
69,170,0.749199
69,171,-2.213836
69,172,2.991505
69,173,-0.532175
69,174,1.033978
69,175,1.408829
69,176,2.908957
69,177,0.584458
69,178,1.454918
69,179,-1.736058
69,180,2.167061
69,181,0.977415
69,182,0.202468
69,183,-0.905847
69,184,1.236153
69,185,-4.073063
69,186,3.944378
69,187,2.259424
69,188,-0.07205
69,189,1.677251
69,190,3.951413
69,191,-1.511184
69,192,0.290794
69,193,0.969567
69,194,-0.481316
69,195,-0.069115
69,196,-0.494429
69,197,0.884294
69,198,0.85962
69,199,-0.4804
69,200,-4.947406
70,71,1.392309
70,72,3.816819
70,73,0.911492
70,74,2.430607
70,75,2.854671
70,76,-1.668129
70,77,4.166251
70,78,1.349416
70,79,0.823231
70,80,-0.617799
70,81,1.991984
70,82,0.976582
70,83,2.684453
70,84,2.275351
70,85,-0.06857
70,86,0.519756
70,87,3.550606
70,88,2.325745
70,89,2.351239
70,90,-0.81127
70,91,0.257746
70,92,-3.476358
70,93,5.847247
70,94,2.113735
70,95,-3.589342
70,96,2.037081
70,97,-0.089644
70,98,2.43639
70,99,0.386138
70,100,0.675406
70,101,0.550463
70,102,2.534291
70,103,1.51417
70,104,8.392388
70,105,1.839129
70,106,-0.440334
70,107,-1.901261
70,108,0.009765
70,109,0.205846
70,110,4.230948
70,111,1.037348
70,112,2.260723
70,113,-1.637635
70,114,2.056281
70,115,-0.097698
70,116,-2.124288
70,117,1.50909
70,118,-2.163036
70,119,0.84605
70,120,0.305825
70,121,-0.277727
70,122,1.447233
70,123,4.030281
70,124,2.11909
70,125,3.183497
70,126,1.744176
70,127,0.34396
70,128,0.043681
70,129,1.758657
70,130,-0.864662
70,131,6.210097
70,132,4.789172
70,133,2.325157
70,134,-0.844979
70,135,-0.517549
70,136,2.05599
70,137,1.164927
70,138,0.408417
70,139,1.363802
70,140,-2.023157
70,141,-2.228861
70,142,-3.878231
70,143,-0.31514
70,144,-1.965741
70,145,1.335815
70,146,-4.171543
70,147,4.395478
70,148,-2.876732
70,149,2.55617
70,150,0.874316
70,151,3.829478
70,152,-0.373667
70,153,3.954065
70,154,0.716466
70,155,0.395527
70,156,7.464422
70,157,-0.167264
70,158,-0.107457
70,159,4.418467
70,160,-0.441334
70,161,2.473401
70,162,-0.734547
70,163,-0.871521
70,164,0.255442
70,165,0.20124
70,166,1.113495
70,167,0.423824
70,168,0.355939
70,169,0.930911
70,170,3.302861
70,171,-0.185814
70,172,4.87856
70,173,-0.491113
70,174,2.657833
70,175,2.515352
70,176,3.576605
70,177,0.58557
70,178,1.535878
70,179,-0.374533
70,180,3.583356
70,181,2.537731
70,182,-0.070807
70,183,-0.054015
70,184,3.974541
70,185,-1.490738
70,186,7.54831
70,187,4.702603
70,188,1.789327
70,189,4.240539
70,190,8.196211
70,191,-0.197188
70,192,0.068149
70,193,1.535646
70,194,0.009317
70,195,0.556245
70,196,-0.213836
70,197,0.78096
70,198,0.666181
70,199,-0.00558
70,200,-3.037527
71,72,9.606649
71,73,-0.238133
71,74,0.131378
71,75,2.493001
71,76,-1.642796
71,77,2.557977
71,78,6.74526
71,79,6.012466
71,80,2.444156
71,81,1.161154
71,82,6.403056
71,83,0.413422
71,84,4.265813
71,85,1.972549
71,86,0.884418
71,87,-0.206557
71,88,6.322777
71,89,-0.805155
71,90,-0.439139
71,91,4.907387
71,92,-1.852214
71,93,1.748692
71,94,1.182978
71,95,-4.895002
71,96,8.673077
71,97,0.920207
71,98,9.087454
71,99,-0.191225
71,100,1.588833
71,101,4.3196
71,102,0.99143
71,103,4.000717
71,104,4.92409
71,105,4.271639
71,106,-0.202191
71,107,-1.663647
71,108,2.032224
71,109,4.035224
71,110,3.807451
71,111,0.008386
71,112,4.862605
71,113,2.2868
71,114,6.471058
71,115,0.110956
71,116,1.432042
71,117,-0.042455
71,118,-2.882404
71,119,-2.102914
71,120,-0.035994
71,121,-3.055442
71,122,3.093884
71,123,-0.234315
71,124,8.278885
71,125,1.192339
71,126,0.058508
71,127,0.469752
71,128,-0.168142
71,129,-2.518303
71,130,2.243298
71,131,3.013359
71,132,2.410305
71,133,-0.031737
71,134,-3.461835
71,135,-2.259333
71,136,8.875221
71,137,6.369152
71,138,2.745465
71,139,-0.485955
71,140,0.047729
71,141,0.101262
71,142,-0.983261
71,143,1.137681
71,144,-1.182157
71,145,7.11166
71,146,-0.800212
71,147,0.713488
71,148,-0.376288
71,149,2.728605
71,150,6.671686
71,151,0.13148
71,152,3.960893
71,153,2.439462
71,154,-0.074989
71,155,-2.163735
71,156,4.859761
71,157,1.713063
71,158,2.350112
71,159,1.122711
71,160,0.891032
71,161,6.12121
71,162,-0.920693
71,163,3.089834
71,164,0.010197
71,165,4.350902
71,166,6.228106
71,167,-2.049323
71,168,-0.342241
71,169,-0.730101
71,170,3.947752
71,171,-1.480572
71,172,3.705906
71,173,1.639326
71,174,7.644622
71,175,1.677586
71,176,-0.193522
71,177,-1.692198
71,178,-1.541653
71,179,-0.544912
71,180,0.376409
71,181,2.627379
71,182,1.273137
71,183,1.874003
71,184,4.852184
71,185,1.704671
71,186,3.312724
71,187,1.243122
71,188,0.71393
71,189,3.354012
71,190,5.746277
71,191,2.554428
71,192,-0.55705
71,193,-1.948069
71,194,-0.800624
71,195,-0.13604
71,196,-1.535437
71,197,-0.854717
71,198,-0.04895
71,199,2.425178
71,200,-3.872422
72,73,0.892101
72,74,9.287767
72,75,-2.218283
72,76,-0.517236
72,77,0.551997
72,78,1.001151
72,79,1.198417
72,80,2.22806
72,81,0.200205
72,82,1.571602
72,83,5.297525
72,84,-0.465584
72,85,4.880738
72,86,2.5042
72,87,8.207919
72,88,-0.124084
72,89,4.601542
72,90,5.775088
72,91,0.542596
72,92,-1.012643
72,93,3.007775
72,94,2.978126
72,95,-4.389211
72,96,0.057973
72,97,1.582431
72,98,0.501023
72,99,4.454887
72,100,-0.952839
72,101,0.828694
72,102,1.481909
72,103,0.385423
72,104,0.978608
72,105,0.506798
72,106,2.89409
72,107,3.670642
72,108,5.386927
72,109,2.658278
72,110,0.536612
72,111,3.895969
72,112,-0.973669
72,113,1.909883
72,114,0.002272
72,115,2.106023
72,116,-1.100822
72,117,7.678993
72,118,-2.91958
72,119,0.805469
72,120,4.784633
72,121,-1.028251
72,122,-0.481206
72,123,8.567812
72,124,0.68839
72,125,-0.837115
72,126,5.987398
72,127,4.72601
72,128,2.459717
72,129,-1.803016
72,130,-0.147242
72,131,0.662793
72,132,-0.931032
72,133,8.800205
72,134,-2.472357
72,135,0.929894
72,136,0.425548
72,137,1.146842
72,138,0.414141
72,139,2.390288
72,140,1.811948
72,141,-0.608391
72,142,0.612331
72,143,3.152551
72,144,6.458725
72,145,1.375194
72,146,-0.563358
72,147,3.910129
72,148,-0.536637
72,149,0.880347
72,150,0.166182
72,151,6.512483
72,152,0.262479
72,153,-1.568872
72,154,6.063969
72,155,1.718952
72,156,0.963857
72,157,3.381007
72,158,3.204571
72,159,0.762382
72,160,2.376768
72,161,0.050624
72,162,5.400866
72,163,2.335128
72,164,6.049817
72,165,0.586257
72,166,1.102413
72,167,0.520463
72,168,3.25299
72,169,-2.964805
72,170,1.168521
72,171,-2.831784
72,172,-0.261782
72,173,1.487695
72,174,-0.158261
72,175,0.949778
72,176,8.866142
72,177,3.134051
72,178,3.932152
72,179,5.669703
72,180,4.593177
72,181,-1.672917
72,182,6.907837
72,183,0.037936
72,184,1.045508
72,185,-0.826747
72,186,0.406627
72,187,5.258387
72,188,2.13184
72,189,0.582216
72,190,1.377285
72,191,0.903737
72,192,2.256513
72,193,0.275036
72,194,0.833632
72,195,9.481243
72,196,-0.546047
72,197,5.641151
72,198,5.548001
72,199,3.166781
72,200,-4.033465
73,74,-0.422595
73,75,-1.047661
73,76,-2.216872
73,77,-0.329162
73,78,1.612777
73,79,1.085964
73,80,-0.341676
73,81,-1.349506
73,82,1.539305
73,83,-0.974083
73,84,1.386675
73,85,0.941781
73,86,-1.732517
73,87,-0.261216
73,88,-1.435727
73,89,-0.352512
73,90,-2.445157
73,91,0.21437
73,92,-6.703962
73,93,0.231001
73,94,-2.046556
73,95,-5.86131
73,96,0.264613
73,97,0.091002
73,98,1.560552
73,99,0.311976
73,100,0.210236
73,101,1.183432
73,102,-1.549605
73,103,-0.829352
73,104,0.732284
73,105,-0.796745
73,106,-1.414018
73,107,-4.131088
73,108,0.778186
73,109,1.305895
73,110,-0.836112
73,111,-0.577156
73,112,0.369019
73,113,-2.584855
73,114,1.302184
73,115,0.365943
73,116,-5.091914
73,117,0.046512
73,118,-5.960806
73,119,-1.943803
73,120,0.421607
73,121,-4.743217
73,122,-0.348234
73,123,-0.362236
73,124,1.658409
73,125,-0.995344
73,126,-0.957573
73,127,-0.437367
73,128,0.244436
73,129,-3.803517
73,130,-2.4628
73,131,0.464361
73,132,0.722664
73,133,-0.021816
73,134,-5.315843
73,135,-1.956531
73,136,1.057121
73,137,1.446099
73,138,1.341286
73,139,-1.532717
73,140,-3.966535
73,141,-4.751144
73,142,-5.859964
73,143,-0.624608
73,144,-3.50036
73,145,1.51762
73,146,-6.734354
73,147,-0.005036
73,148,-5.076482
73,149,-1.127749
73,150,-0.16182
73,151,-0.000338
73,152,-0.945489
73,153,0.029264
73,154,-1.238474
73,155,-1.746783
73,156,0.622577
73,157,0.290468
73,158,0.054598
73,159,0.307463
73,160,-1.717631
73,161,-0.439324
73,162,-2.871655
73,163,-0.014377
73,164,0.04223
73,165,-1.112724
73,166,1.453612
73,167,-2.600548
73,168,0.139886
73,169,-2.668387
73,170,-1.750755
73,171,-2.993039
73,172,0.195866
73,173,-1.413408
73,174,1.515299
73,175,-1.472353
73,176,-0.330703
73,177,-1.310521
73,178,-1.310116
73,179,-2.253409
73,180,-2.111611
73,181,-0.806626
73,182,0.040221
73,183,-2.609616
73,184,-0.070685
73,185,-3.570567
73,186,0.587306
73,187,-0.128224
73,188,-3.735746
73,189,0.558308
73,190,0.750512
73,191,0.567413
73,192,-0.422595
73,193,-1.978959
73,194,-0.261375
73,195,-1.022612
73,196,-1.513632
73,197,-0.274458
73,198,0.136229
73,199,1.10269
73,200,-5.202076
74,75,2.542394
74,76,-0.30516
74,77,1.932484
74,78,8.934965
74,79,8.564815
74,80,3.934359
74,81,0.598755
74,82,9.649263
74,83,0.138087
74,84,3.937941
74,85,3.697429
74,86,0.368
74,87,-0.710708
74,88,5.782922
74,89,-0.873068
74,90,0.583993
74,91,6.774997
74,92,-2.698624
74,93,0.880741
74,94,0.024315
74,95,-3.654428
74,96,11.232626
74,97,1.413892
74,98,12.369263
74,99,-0.04488
74,100,2.93033
74,101,5.880634
74,102,0.825163
74,103,3.863872
74,104,4.169201
